text,labels,tokens
five bank america subsidiary agreed pay total settle investigation trading share security exchange commission announced settlement latest mutual fund sec also said brought fraud charge two executive columbia distributor columbia distributor part fleetboston bought boa last year three excolumbia executive agreed settlement sec sec set mutual fund use form share trading small mutual fund particularly popular last two year imposed totalling nearly fund sec unveiled two separate settlement one covering boa direct subsidiary another business part fleetboston time case said deal market timing mutual fund share sec agreed deal totalling banc america capital management banc america security made pay back gain market timing paid fund shareholder separately sec said reached deal compensation probe columbia management cam columbia fund distributor cfd three excolumbia executive business became part boa rival bank fleetboston merger last march sec filed civil fraud charge boston federal court james say cfd sale alleged second robert sec highest financial personal gain prevent future spokeswoman sec boston office told bbc immediate comment lawyer sec settlement cam cfd included three peter martin paid personal financial,,"['five', 'bank', 'america', 'subsidiary', 'agreed', 'pay', 'total', 'settle', 'investigation', 'trading', 'share', 'security', 'exchange', 'commission', 'announced', 'settlement', 'latest', 'mutual', 'fund', 'sec', 'also', 'said', 'brought', 'fraud', 'charge', 'two', 'executive', 'columbia', 'distributor', 'columbia', 'distributor', 'part', 'fleetboston', 'bought', 'boa', 'last', 'year', 'three', 'excolumbia', 'executive', 'agreed', 'settlement', 'sec', 'sec', 'set', 'mutual', 'fund', 'use', 'form', 'share', 'trading', 'small', 'mutual', 'fund', 'particularly', 'popular', 'last', 'two', 'year', 'imposed', 'totalling', 'nearly', 'fund', 'sec', 'unveiled', 'two', 'separate', 'settlement', 'one', 'covering', 'boa', 'direct', 'subsidiary', 'another', 'business', 'part', 'fleetboston', 'time', 'case', 'said', 'deal', 'market', 'timing', 'mutual', 'fund', 'share', 'sec', 'agreed', 'deal', 'totalling', 'banc', 'america', 'capital', 'management', 'banc', 'america', 'security', 'made', 'pay', 'back', 'gain', 'market', 'timing', 'paid', 'fund', 'shareholder', 'separately', 'sec', 'said', 'reached', 'deal', 'compensation', 'probe', 'columbia', 'management', 'cam', 'columbia', 'fund', 'distributor', 'cfd', 'three', 'excolumbia', 'executive', 'business', 'became', 'part', 'boa', 'rival', 'bank', 'fleetboston', 'merger', 'last', 'march', 'sec', 'filed', 'civil', 'fraud', 'charge', 'boston', 'federal', 'court', 'james', 'say', 'cfd', 'sale', 'alleged', 'second', 'robert', 'sec', 'highest', 'financial', 'personal', 'gain', 'prevent', 'future', 'spokeswoman', 'sec', 'boston', 'office', 'told', 'bbc', 'immediate', 'comment', 'lawyer', 'sec', 'settlement', 'cam', 'cfd', 'included', 'three', 'peter', 'martin', 'paid', 'personal', 'financial']"
strike underground traffic large argentine capital tube last week pay rise automatic ticket private firm five tube city offered increase firm promised job would lost result new ticket said would put paper underground staff warned continue management put offer table argentine work ministry conflict could call would force find solution put end conflict tube hidden ongoing strike broken underground according local press taken know right one said,,"['strike', 'underground', 'traffic', 'large', 'argentine', 'capital', 'tube', 'last', 'week', 'pay', 'rise', 'automatic', 'ticket', 'private', 'firm', 'five', 'tube', 'city', 'offered', 'increase', 'firm', 'promised', 'job', 'would', 'lost', 'result', 'new', 'ticket', 'said', 'would', 'put', 'paper', 'underground', 'staff', 'warned', 'continue', 'management', 'put', 'offer', 'table', 'argentine', 'work', 'ministry', 'conflict', 'could', 'call', 'would', 'force', 'find', 'solution', 'put', 'end', 'conflict', 'tube', 'hidden', 'ongoing', 'strike', 'broken', 'underground', 'according', 'local', 'press', 'taken', 'know', 'right', 'one', 'said']"
japanese firm softbank loss heavy spending new phone service service launched december otoku almost order softbank said firm market leader highspeed internet operating loss three month december yen without otoku marketing spend would made profit expects move firm give figure extent profit expected make next year tech boom investing widely becoming star end tech hit hard recent return high came purchase japan telecom country telecom firm acquisition broadband internet division position japanese market million end december,,"['japanese', 'firm', 'softbank', 'loss', 'heavy', 'spending', 'new', 'phone', 'service', 'service', 'launched', 'december', 'otoku', 'almost', 'order', 'softbank', 'said', 'firm', 'market', 'leader', 'highspeed', 'internet', 'operating', 'loss', 'three', 'month', 'december', 'yen', 'without', 'otoku', 'marketing', 'spend', 'would', 'made', 'profit', 'expects', 'move', 'firm', 'give', 'figure', 'extent', 'profit', 'expected', 'make', 'next', 'year', 'tech', 'boom', 'investing', 'widely', 'becoming', 'star', 'end', 'tech', 'hit', 'hard', 'recent', 'return', 'high', 'came', 'purchase', 'japan', 'telecom', 'country', 'telecom', 'firm', 'acquisition', 'broadband', 'internet', 'division', 'position', 'japanese', 'market', 'million', 'end', 'december']"
australian mining firm wmc seen rise profit continuing target takeover bid wmc said made net profit australian dollar year currently arguing offer swiss xstrata firm raised last week wmc said report say australian government deal trade minister mark vaile said bid may national interest vaile quoted australian financial compared xstrata attempt take wmc similar bid oil giant shell australia bid peter national interest wmc interest factor vaile said wmc however bought make target long price right performance built price copper nickel particular high demand thanks china booming economy past two year nickel price rose year copper,,"['australian', 'mining', 'firm', 'wmc', 'seen', 'rise', 'profit', 'continuing', 'target', 'takeover', 'bid', 'wmc', 'said', 'made', 'net', 'profit', 'australian', 'dollar', 'year', 'currently', 'arguing', 'offer', 'swiss', 'xstrata', 'firm', 'raised', 'last', 'week', 'wmc', 'said', 'report', 'say', 'australian', 'government', 'deal', 'trade', 'minister', 'mark', 'vaile', 'said', 'bid', 'may', 'national', 'interest', 'vaile', 'quoted', 'australian', 'financial', 'compared', 'xstrata', 'attempt', 'take', 'wmc', 'similar', 'bid', 'oil', 'giant', 'shell', 'australia', 'bid', 'peter', 'national', 'interest', 'wmc', 'interest', 'factor', 'vaile', 'said', 'wmc', 'however', 'bought', 'make', 'target', 'long', 'price', 'right', 'performance', 'built', 'price', 'copper', 'nickel', 'particular', 'high', 'demand', 'thanks', 'china', 'booming', 'economy', 'past', 'two', 'year', 'nickel', 'price', 'rose', 'year', 'copper']"
barclays thirdbiggest bank seen annual pretax profit record level boosted sharp rise business investment arm profit year december rose barclays chief john varley said bank strong world economy earnings barclays capital investment bank rose investment held back growth retail business group first britain five big bank report result according analyst forecast biggest bank stock market report profit later month barclays result line market global made figure profit rose said affected series interest rate rise investment grow customer base bank also blamed margin pressure mortgage business spending past year fall profit retail division outlook good result balance growth investment made varley said barclays growth year may slower back chinese economy impact interest rate rise household spending added bid stake south africa leading retail bank considered speaking bbc varley declined drawn report barclays held merger bank well fargo tieup barclays well fargo would create world fourth biggest bank valued gmt share barclays trading number line cost said analyst bit expected cost barclays capital bank,,"['barclays', 'thirdbiggest', 'bank', 'seen', 'annual', 'pretax', 'profit', 'record', 'level', 'boosted', 'sharp', 'rise', 'business', 'investment', 'arm', 'profit', 'year', 'december', 'rose', 'barclays', 'chief', 'john', 'varley', 'said', 'bank', 'strong', 'world', 'economy', 'earnings', 'barclays', 'capital', 'investment', 'bank', 'rose', 'investment', 'held', 'back', 'growth', 'retail', 'business', 'group', 'first', 'britain', 'five', 'big', 'bank', 'report', 'result', 'according', 'analyst', 'forecast', 'biggest', 'bank', 'stock', 'market', 'report', 'profit', 'later', 'month', 'barclays', 'result', 'line', 'market', 'global', 'made', 'figure', 'profit', 'rose', 'said', 'affected', 'series', 'interest', 'rate', 'rise', 'investment', 'grow', 'customer', 'base', 'bank', 'also', 'blamed', 'margin', 'pressure', 'mortgage', 'business', 'spending', 'past', 'year', 'fall', 'profit', 'retail', 'division', 'outlook', 'good', 'result', 'balance', 'growth', 'investment', 'made', 'varley', 'said', 'barclays', 'growth', 'year', 'may', 'slower', 'back', 'chinese', 'economy', 'impact', 'interest', 'rate', 'rise', 'household', 'spending', 'added', 'bid', 'stake', 'south', 'africa', 'leading', 'retail', 'bank', 'considered', 'speaking', 'bbc', 'varley', 'declined', 'drawn', 'report', 'barclays', 'held', 'merger', 'bank', 'well', 'fargo', 'tieup', 'barclays', 'well', 'fargo', 'would', 'create', 'world', 'fourth', 'biggest', 'bank', 'valued', 'gmt', 'share', 'barclays', 'trading', 'number', 'line', 'cost', 'said', 'analyst', 'bit', 'expected', 'cost', 'barclays', 'capital', 'bank']"
majority owner embattled russian oil firm yukos sued russian government kremlin last year sold yukos main production arm yugansk oil group rosneft offset massive back tax bill group menatep holding company control yukos say menatep already asked rosneft loan yugansk asset russian government argument selling yuganskneftegaz unit full name yukos owed back tax year accused firm using offshore firm tax court sent yukos account seize yugansk say yukos finance part attempt bring energy industry back state control according menatep government action energy charter designed energy investment warned russian government continuing yukos shareholder warned buyer yuganskneftegaz would face said director group menatep time warning action recover value loss today menatep said value yukos shareholding gone nothing since result russian government action share fallen according lawyer gaillard sterling overall claim based figure addition share gain could since lawsuit could take place gaillard said russia signed charter never say could make difficult menatep press case gaillard told bbc news charter came effect russia said past foreign said yukos still waiting see court bankruptcy protection took action try prevent forced sale yugansk first shell company turn bought rosneft yukos claim downfall punishment political founder mikhail khodorkovsky khodorkovsky currently facing fraud tax evasion charge one menatep since signed shareholding one fellow,,"['majority', 'owner', 'embattled', 'russian', 'oil', 'firm', 'yukos', 'sued', 'russian', 'government', 'kremlin', 'last', 'year', 'sold', 'yukos', 'main', 'production', 'arm', 'yugansk', 'oil', 'group', 'rosneft', 'offset', 'massive', 'back', 'tax', 'bill', 'group', 'menatep', 'holding', 'company', 'control', 'yukos', 'say', 'menatep', 'already', 'asked', 'rosneft', 'loan', 'yugansk', 'asset', 'russian', 'government', 'argument', 'selling', 'yuganskneftegaz', 'unit', 'full', 'name', 'yukos', 'owed', 'back', 'tax', 'year', 'accused', 'firm', 'using', 'offshore', 'firm', 'tax', 'court', 'sent', 'yukos', 'account', 'seize', 'yugansk', 'say', 'yukos', 'finance', 'part', 'attempt', 'bring', 'energy', 'industry', 'back', 'state', 'control', 'according', 'menatep', 'government', 'action', 'energy', 'charter', 'designed', 'energy', 'investment', 'warned', 'russian', 'government', 'continuing', 'yukos', 'shareholder', 'warned', 'buyer', 'yuganskneftegaz', 'would', 'face', 'said', 'director', 'group', 'menatep', 'time', 'warning', 'action', 'recover', 'value', 'loss', 'today', 'menatep', 'said', 'value', 'yukos', 'shareholding', 'gone', 'nothing', 'since', 'result', 'russian', 'government', 'action', 'share', 'fallen', 'according', 'lawyer', 'gaillard', 'sterling', 'overall', 'claim', 'based', 'figure', 'addition', 'share', 'gain', 'could', 'since', 'lawsuit', 'could', 'take', 'place', 'gaillard', 'said', 'russia', 'signed', 'charter', 'never', 'say', 'could', 'make', 'difficult', 'menatep', 'press', 'case', 'gaillard', 'told', 'bbc', 'news', 'charter', 'came', 'effect', 'russia', 'said', 'past', 'foreign', 'said', 'yukos', 'still', 'waiting', 'see', 'court', 'bankruptcy', 'protection', 'took', 'action', 'try', 'prevent', 'forced', 'sale', 'yugansk', 'first', 'shell', 'company', 'turn', 'bought', 'rosneft', 'yukos', 'claim', 'downfall', 'punishment', 'political', 'founder', 'mikhail', 'khodorkovsky', 'khodorkovsky', 'currently', 'facing', 'fraud', 'tax', 'evasion', 'charge', 'one', 'menatep', 'since', 'signed', 'shareholding', 'one', 'fellow']"
australian airline qantas posted record fiscal profit thanks costcutting measure net profit six month ending december rose year earlier analyst expected figure closer qantas share fell almost however warned earnings growth would slow second half sale dip least indian tsunami many holiday qantas said tsunami affected travel way bit chief executive dixon explained certainly affected japanese travel australia tsunami hit saw australia higher fuel cost also expected earnings coming month much benefit second half first said chief financial officer peter qantas facing increased pressure rival lowcost carrier australian government whether allow airline fly australia one qantas key even firm predicting fullyear earnings increase previous month analyst forecast fullyear profit rise around million million qantas dixon also said would group costcutting measure first six month fiscal year qantas made top target full year last month company warned may transfer many job australia dixon quoted saying carrier could longer remain,,"['australian', 'airline', 'qantas', 'posted', 'record', 'fiscal', 'profit', 'thanks', 'costcutting', 'measure', 'net', 'profit', 'six', 'month', 'ending', 'december', 'rose', 'year', 'earlier', 'analyst', 'expected', 'figure', 'closer', 'qantas', 'share', 'fell', 'almost', 'however', 'warned', 'earnings', 'growth', 'would', 'slow', 'second', 'half', 'sale', 'dip', 'least', 'indian', 'tsunami', 'many', 'holiday', 'qantas', 'said', 'tsunami', 'affected', 'travel', 'way', 'bit', 'chief', 'executive', 'dixon', 'explained', 'certainly', 'affected', 'japanese', 'travel', 'australia', 'tsunami', 'hit', 'saw', 'australia', 'higher', 'fuel', 'cost', 'also', 'expected', 'earnings', 'coming', 'month', 'much', 'benefit', 'second', 'half', 'first', 'said', 'chief', 'financial', 'officer', 'peter', 'qantas', 'facing', 'increased', 'pressure', 'rival', 'lowcost', 'carrier', 'australian', 'government', 'whether', 'allow', 'airline', 'fly', 'australia', 'one', 'qantas', 'key', 'even', 'firm', 'predicting', 'fullyear', 'earnings', 'increase', 'previous', 'month', 'analyst', 'forecast', 'fullyear', 'profit', 'rise', 'around', 'million', 'million', 'qantas', 'dixon', 'also', 'said', 'would', 'group', 'costcutting', 'measure', 'first', 'six', 'month', 'fiscal', 'year', 'qantas', 'made', 'top', 'target', 'full', 'year', 'last', 'month', 'company', 'warned', 'may', 'transfer', 'many', 'job', 'australia', 'dixon', 'quoted', 'saying', 'carrier', 'could', 'longer', 'remain']"
iraq bid two telephone saying want significantly boost coverage next decade bid local arab foreign company iraq ministry said work post company firm fixed phone network internet service ministry said wanted increase iraq low telephone service rate today within year also develop highly sector bidding process published ministry february also planning ministry said would base including speed rate coverage firm financial strength,,"['iraq', 'bid', 'two', 'telephone', 'saying', 'want', 'significantly', 'boost', 'coverage', 'next', 'decade', 'bid', 'local', 'arab', 'foreign', 'company', 'iraq', 'ministry', 'said', 'work', 'post', 'company', 'firm', 'fixed', 'phone', 'network', 'internet', 'service', 'ministry', 'said', 'wanted', 'increase', 'iraq', 'low', 'telephone', 'service', 'rate', 'today', 'within', 'year', 'also', 'develop', 'highly', 'sector', 'bidding', 'process', 'published', 'ministry', 'february', 'also', 'planning', 'ministry', 'said', 'would', 'base', 'including', 'speed', 'rate', 'coverage', 'firm', 'financial', 'strength']"
india defence minister opened country india air show global aerospace firm job nation said company could take advantage india highly low civil military aerospace firm country attending show analyst said india could spend aviation market next year boeing airbus civil aviation front well lockheed martin france snecma military firm attending show outsourcing india area company competitive said keen welcome international national lockheed said signed agreement stateowned hal share information orion aircraft fact indian force considering buying used orion well lockheed military industry show strong interest open link india two country improved lot fact first time air force air show since imposed india lifted indian air force also considering proposal foreign firm france aviation sweden russia meanwhile france snecma also said plan joint venture hal make engine part investment front boeing announced deal india develop flight system aircraft company also said agreed new indian budget airline sale plane airline also option acquire aircraft airbus also recently signed fresh deal two indian airline air addition european company plan open training centre india meanwhile carrier air india considering buy new aircraft either boeing airbus market going see growth seen coming year said senior vice president boeing,,"['india', 'defence', 'minister', 'opened', 'country', 'india', 'air', 'show', 'global', 'aerospace', 'firm', 'job', 'nation', 'said', 'company', 'could', 'take', 'advantage', 'india', 'highly', 'low', 'civil', 'military', 'aerospace', 'firm', 'country', 'attending', 'show', 'analyst', 'said', 'india', 'could', 'spend', 'aviation', 'market', 'next', 'year', 'boeing', 'airbus', 'civil', 'aviation', 'front', 'well', 'lockheed', 'martin', 'france', 'snecma', 'military', 'firm', 'attending', 'show', 'outsourcing', 'india', 'area', 'company', 'competitive', 'said', 'keen', 'welcome', 'international', 'national', 'lockheed', 'said', 'signed', 'agreement', 'stateowned', 'hal', 'share', 'information', 'orion', 'aircraft', 'fact', 'indian', 'force', 'considering', 'buying', 'used', 'orion', 'well', 'lockheed', 'military', 'industry', 'show', 'strong', 'interest', 'open', 'link', 'india', 'two', 'country', 'improved', 'lot', 'fact', 'first', 'time', 'air', 'force', 'air', 'show', 'since', 'imposed', 'india', 'lifted', 'indian', 'air', 'force', 'also', 'considering', 'proposal', 'foreign', 'firm', 'france', 'aviation', 'sweden', 'russia', 'meanwhile', 'france', 'snecma', 'also', 'said', 'plan', 'joint', 'venture', 'hal', 'make', 'engine', 'part', 'investment', 'front', 'boeing', 'announced', 'deal', 'india', 'develop', 'flight', 'system', 'aircraft', 'company', 'also', 'said', 'agreed', 'new', 'indian', 'budget', 'airline', 'sale', 'plane', 'airline', 'also', 'option', 'acquire', 'aircraft', 'airbus', 'also', 'recently', 'signed', 'fresh', 'deal', 'two', 'indian', 'airline', 'air', 'addition', 'european', 'company', 'plan', 'open', 'training', 'centre', 'india', 'meanwhile', 'carrier', 'air', 'india', 'considering', 'buy', 'new', 'aircraft', 'either', 'boeing', 'airbus', 'market', 'going', 'see', 'growth', 'seen', 'coming', 'year', 'said', 'senior', 'vice', 'president', 'boeing']"
merger russian gas giant gazprom oil firm rosneft ahead include yugansk bought last year merger backed russian allow trade gazprom share gazprom chief miller confirmed yugansk part deal instead agreement state get controlling share gazprom exchange rosneft state wanted control gazprom allowing trade speaking gazprom miller added yugansk rosneft late last year separate stateowned oil firm headed current rosneft chief according report russian news agency deal next two three month majority control gazprom beginning market gazprom share miller added opening trading gazprom firm become top market play currently trade gazprom small issue share positive news international investment global asset management investment chief david smith said majority going happy added however analyst yugansk would included deal yugansk heavy would much better asset gazprom capital energy analyst told reuters news agency said latest development simply step allow trade gazprom ultimately gazprom yugansk added analyst said deal would give gazprom control russia total oil production improvement current still far share would gained also taken yugansk however merged group still remain outside russia top five oil producer led market followed half owned instead merged group rank market yugansk sold littleknown shell company auction december following many thought yukos shell company snapped rosneft yukos sought halt auction bankruptcy court unit russian help pay bill,,"['merger', 'russian', 'gas', 'giant', 'gazprom', 'oil', 'firm', 'rosneft', 'ahead', 'include', 'yugansk', 'bought', 'last', 'year', 'merger', 'backed', 'russian', 'allow', 'trade', 'gazprom', 'share', 'gazprom', 'chief', 'miller', 'confirmed', 'yugansk', 'part', 'deal', 'instead', 'agreement', 'state', 'get', 'controlling', 'share', 'gazprom', 'exchange', 'rosneft', 'state', 'wanted', 'control', 'gazprom', 'allowing', 'trade', 'speaking', 'gazprom', 'miller', 'added', 'yugansk', 'rosneft', 'late', 'last', 'year', 'separate', 'stateowned', 'oil', 'firm', 'headed', 'current', 'rosneft', 'chief', 'according', 'report', 'russian', 'news', 'agency', 'deal', 'next', 'two', 'three', 'month', 'majority', 'control', 'gazprom', 'beginning', 'market', 'gazprom', 'share', 'miller', 'added', 'opening', 'trading', 'gazprom', 'firm', 'become', 'top', 'market', 'play', 'currently', 'trade', 'gazprom', 'small', 'issue', 'share', 'positive', 'news', 'international', 'investment', 'global', 'asset', 'management', 'investment', 'chief', 'david', 'smith', 'said', 'majority', 'going', 'happy', 'added', 'however', 'analyst', 'yugansk', 'would', 'included', 'deal', 'yugansk', 'heavy', 'would', 'much', 'better', 'asset', 'gazprom', 'capital', 'energy', 'analyst', 'told', 'reuters', 'news', 'agency', 'said', 'latest', 'development', 'simply', 'step', 'allow', 'trade', 'gazprom', 'ultimately', 'gazprom', 'yugansk', 'added', 'analyst', 'said', 'deal', 'would', 'give', 'gazprom', 'control', 'russia', 'total', 'oil', 'production', 'improvement', 'current', 'still', 'far', 'share', 'would', 'gained', 'also', 'taken', 'yugansk', 'however', 'merged', 'group', 'still', 'remain', 'outside', 'russia', 'top', 'five', 'oil', 'producer', 'led', 'market', 'followed', 'half', 'owned', 'instead', 'merged', 'group', 'rank', 'market', 'yugansk', 'sold', 'littleknown', 'shell', 'company', 'auction', 'december', 'following', 'many', 'thought', 'yukos', 'shell', 'company', 'snapped', 'rosneft', 'yukos', 'sought', 'halt', 'auction', 'bankruptcy', 'court', 'unit', 'russian', 'help', 'pay', 'bill']"
giant inbev seen profit thanks acquisition brazil biggest beer firm ambev last year inbev make said pretax profit rose euro said expected solid growth performance come sale euro firm formerly became world biggest volume bought ambev august acquisition meant sale volume grew four month ambev sale accounting almost increase beer volume inbev bigger term value sale continuing demand inbev product south american market arm popular mean expects keep boosting turnover brazil business said analyst inbev strong performance ambev boosted share brazil beer market end december inbev reported contrast inbev european business saw volume sale fall although central eastern european sale rose overall net profit euro,,"['giant', 'inbev', 'seen', 'profit', 'thanks', 'acquisition', 'brazil', 'biggest', 'beer', 'firm', 'ambev', 'last', 'year', 'inbev', 'make', 'said', 'pretax', 'profit', 'rose', 'euro', 'said', 'expected', 'solid', 'growth', 'performance', 'come', 'sale', 'euro', 'firm', 'formerly', 'became', 'world', 'biggest', 'volume', 'bought', 'ambev', 'august', 'acquisition', 'meant', 'sale', 'volume', 'grew', 'four', 'month', 'ambev', 'sale', 'accounting', 'almost', 'increase', 'beer', 'volume', 'inbev', 'bigger', 'term', 'value', 'sale', 'continuing', 'demand', 'inbev', 'product', 'south', 'american', 'market', 'arm', 'popular', 'mean', 'expects', 'keep', 'boosting', 'turnover', 'brazil', 'business', 'said', 'analyst', 'inbev', 'strong', 'performance', 'ambev', 'boosted', 'share', 'brazil', 'beer', 'market', 'end', 'december', 'inbev', 'reported', 'contrast', 'inbev', 'european', 'business', 'saw', 'volume', 'sale', 'fall', 'although', 'central', 'eastern', 'european', 'sale', 'rose', 'overall', 'net', 'profit', 'euro']"
cameroon say widespread corruption finance ministry cost month official accused either extra money prime minister inoni corruption came office last year said found guilty would face tough believed begun prime minister office said alleged fraud investigation payroll ministry certain case staff said lied rank delayed retirement order boost earnings prime minister office said found structure certain civil added staff question appear received boosting payroll based cameroon capital said government considering taking criminal action found guilty repay money owed prime minister given accused found guilty told bbc network africa programme inoni launched anticorruption drive december foreign criticised lack transparency country public finance one designed improve efficiency civil late work government intends carry government report anticorruption body transparency international said cameroon,,"['cameroon', 'say', 'widespread', 'corruption', 'finance', 'ministry', 'cost', 'month', 'official', 'accused', 'either', 'extra', 'money', 'prime', 'minister', 'inoni', 'corruption', 'came', 'office', 'last', 'year', 'said', 'found', 'guilty', 'would', 'face', 'tough', 'believed', 'begun', 'prime', 'minister', 'office', 'said', 'alleged', 'fraud', 'investigation', 'payroll', 'ministry', 'certain', 'case', 'staff', 'said', 'lied', 'rank', 'delayed', 'retirement', 'order', 'boost', 'earnings', 'prime', 'minister', 'office', 'said', 'found', 'structure', 'certain', 'civil', 'added', 'staff', 'question', 'appear', 'received', 'boosting', 'payroll', 'based', 'cameroon', 'capital', 'said', 'government', 'considering', 'taking', 'criminal', 'action', 'found', 'guilty', 'repay', 'money', 'owed', 'prime', 'minister', 'given', 'accused', 'found', 'guilty', 'told', 'bbc', 'network', 'africa', 'programme', 'inoni', 'launched', 'anticorruption', 'drive', 'december', 'foreign', 'criticised', 'lack', 'transparency', 'country', 'public', 'finance', 'one', 'designed', 'improve', 'efficiency', 'civil', 'late', 'work', 'government', 'intends', 'carry', 'government', 'report', 'anticorruption', 'body', 'transparency', 'international', 'said', 'cameroon']"
economy added job october sevenmonth high far wall street welcome economic boost president george bush labor department figure come slow summer weak job gain job created every sector economy manufacturing separate unemployment rate went september people seeking work new job added payroll october twice figure wall street economist forecast addition labor department revised number job created two previous month september instead august instead better expected job data immediate upward effect stock new york main jones index point late morning trading look like job situation improving support consumer spending going offset caused high oil price year said economist analyst said upbeat job data made likely federal reserve would increase interest rate quarter percentage point next week fed clearly something said robert chief economist management boston commissioner bureau labor said many new construction job added october cleanup work deep south state following four august september dollar rose job creation news falling back new record low euro returned attention economic factor record trade deficit also speculation president bush try keep dollar low order assist growth export,,"['economy', 'added', 'job', 'october', 'sevenmonth', 'high', 'far', 'wall', 'street', 'welcome', 'economic', 'boost', 'president', 'george', 'bush', 'labor', 'department', 'figure', 'come', 'slow', 'summer', 'weak', 'job', 'gain', 'job', 'created', 'every', 'sector', 'economy', 'manufacturing', 'separate', 'unemployment', 'rate', 'went', 'september', 'people', 'seeking', 'work', 'new', 'job', 'added', 'payroll', 'october', 'twice', 'figure', 'wall', 'street', 'economist', 'forecast', 'addition', 'labor', 'department', 'revised', 'number', 'job', 'created', 'two', 'previous', 'month', 'september', 'instead', 'august', 'instead', 'better', 'expected', 'job', 'data', 'immediate', 'upward', 'effect', 'stock', 'new', 'york', 'main', 'jones', 'index', 'point', 'late', 'morning', 'trading', 'look', 'like', 'job', 'situation', 'improving', 'support', 'consumer', 'spending', 'going', 'offset', 'caused', 'high', 'oil', 'price', 'year', 'said', 'economist', 'analyst', 'said', 'upbeat', 'job', 'data', 'made', 'likely', 'federal', 'reserve', 'would', 'increase', 'interest', 'rate', 'quarter', 'percentage', 'point', 'next', 'week', 'fed', 'clearly', 'something', 'said', 'robert', 'chief', 'economist', 'management', 'boston', 'commissioner', 'bureau', 'labor', 'said', 'many', 'new', 'construction', 'job', 'added', 'october', 'cleanup', 'work', 'deep', 'south', 'state', 'following', 'four', 'august', 'september', 'dollar', 'rose', 'job', 'creation', 'news', 'falling', 'back', 'new', 'record', 'low', 'euro', 'returned', 'attention', 'economic', 'factor', 'record', 'trade', 'deficit', 'also', 'speculation', 'president', 'bush', 'try', 'keep', 'dollar', 'low', 'order', 'assist', 'growth', 'export']"
row whether greece allowed label cheese feta reached european court justice danish german government challenging european commission ruling said greece sole right use name commission decision gave legal protection feta italian french say feta generic term cheese produced widely outside greece commission controversial ruling gave designation status feta cheese made greece effectively use feta name producer greek firm exclusive use feta label producer elsewhere europe must find another name product german danish government argue feta area firm producing cheese year generic designation name term cheese kristiansen spokesman danish board told bbc denmark europe second largest producer feta greece producing year export product greece concerned ruling could production cheese denmark would cost million wanted new designation kristiansen said one cost case also major impact britain sole feta producer yorkshire company cheese company founder said would cost huge amount product massive process said never tried clear label yorkshire feta original decision greece feta cheese believed produced year feta white cheese made greek greece make mainly domestic consumption court expected reach case,,"['row', 'whether', 'greece', 'allowed', 'label', 'cheese', 'feta', 'reached', 'european', 'court', 'justice', 'danish', 'german', 'government', 'challenging', 'european', 'commission', 'ruling', 'said', 'greece', 'sole', 'right', 'use', 'name', 'commission', 'decision', 'gave', 'legal', 'protection', 'feta', 'italian', 'french', 'say', 'feta', 'generic', 'term', 'cheese', 'produced', 'widely', 'outside', 'greece', 'commission', 'controversial', 'ruling', 'gave', 'designation', 'status', 'feta', 'cheese', 'made', 'greece', 'effectively', 'use', 'feta', 'name', 'producer', 'greek', 'firm', 'exclusive', 'use', 'feta', 'label', 'producer', 'elsewhere', 'europe', 'must', 'find', 'another', 'name', 'product', 'german', 'danish', 'government', 'argue', 'feta', 'area', 'firm', 'producing', 'cheese', 'year', 'generic', 'designation', 'name', 'term', 'cheese', 'kristiansen', 'spokesman', 'danish', 'board', 'told', 'bbc', 'denmark', 'europe', 'second', 'largest', 'producer', 'feta', 'greece', 'producing', 'year', 'export', 'product', 'greece', 'concerned', 'ruling', 'could', 'production', 'cheese', 'denmark', 'would', 'cost', 'million', 'wanted', 'new', 'designation', 'kristiansen', 'said', 'one', 'cost', 'case', 'also', 'major', 'impact', 'britain', 'sole', 'feta', 'producer', 'yorkshire', 'company', 'cheese', 'company', 'founder', 'said', 'would', 'cost', 'huge', 'amount', 'product', 'massive', 'process', 'said', 'never', 'tried', 'clear', 'label', 'yorkshire', 'feta', 'original', 'decision', 'greece', 'feta', 'cheese', 'believed', 'produced', 'year', 'feta', 'white', 'cheese', 'made', 'greek', 'greece', 'make', 'mainly', 'domestic', 'consumption', 'court', 'expected', 'reach', 'case']"
